categoria,descripcion,imagen,marca,nombre,precio,sub_categoria,tipo_producto,url
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018182733577/2018182733577_2.jpg,,LG HOME THEATER LHB675 1000W - NEGRO,"S/ 1,099",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018211815021/2018211815021_2.jpg,LG,"LG SMART TV UHD 65"" 65UK7500PSA","S/ 6,299",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018210828374/2018210828374_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 55"" 55NU7100","S/ 2,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188843492/2018188843492_2.jpg,,SAMSUNG SMART TV UHD 55'' CURVO 55MU7500,"S/ 6,599",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018190739110/2018190739110_2.jpg,SONY,"SONY LED 75"" 4K HDR Android Smart TV  XBR-75X945E LA8","S/ 22,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018209223517/2018209223517_2.jpg,LG,"LG SMART TV OLED 55"" OLED55C8PSA","S/ 9,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018189965537/2018189965537_2.jpg,,MASTER-G PARLANTE MGULTRAMIX 160W,S/ 899,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018214696207/2018214696207_2.jpg,SONY,"SONY LED 65"" 4K Ultra HD Android Smart TV KD-65X755F LA8",,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018199163183/2018199163183_2.jpg,SAMSUNG,"SAMSUNG MONITOR FHD 24"" LS-24F350FHLXPE",S/ 999,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018198863374/2018198863374_2.jpg,SAMSUNG,"SAMSUNG MONITOR HD 24"" 24H310",S/ 529,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018210675046/2018210675046_2.jpg,SONY,"SONY OLED 65"" 4K Ultra HD Android Smart TV XBR-65A8F LA8","S/ 19,499",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188555357/2018188555357_2.jpg,LG,LG MINICOMPONENTE CJ87 2350W,"S/ 1,399",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018205427155/2018205427155_2.jpg,HAIER,"HITECH TV PORTABLE 10.1"" PTV-101",S/ 299,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212866978/2018212866978_2.jpg,LG,"LG SMART TV HD 32"" 32LK540BPSA","S/ 1,199",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018220697830/2018220697830_2.jpg,PHILIPS,"PHILIPS SMART TV UHD 65"" 65PUD6703","S/ 3,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018209223487/2018209223487_2.jpg,LG,"LG SMART TV SUPER UHD 55"" 55SK8000PSA","S/ 3,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,https://www.impulso.com.pe/images/product_images/23317_impulso.jpg,MICRONICS,MICRONICS EQUIPO DE SONIDO HOLLEY 2.1 -NEGRO,S/ 199.90,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018207956257/2018207956257_2.jpg,HAIER,LED 32 HAIER LE32K6000D,S/ 699,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018198864227/2018198864227_2.jpg,SAMSUNG,SAMSUNG BASE PARA TV STUDIO STAND VG-STSM11B/ZX,,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018216985293/2018216985293_2.jpg,SONY,"SONY LED 70"" 4K Ultra HD Android Smart TV XBR-70X835F LA8","S/ 10,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018210035710/2018210035710_2.jpg,SONY,"SONYLED 75"" 4K Ultra HD Android Smart TV XBR-75X855F LA8","S/ 14,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188588775/2018188588775_2.jpg,,SAMSUNG SMART TV UHD 55'' 55MU6400,,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188689243/2018188689243_2.jpg,,LG SMART TV OLED UHD 55'' 55B7P,,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212725688/2018212725688_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 82"" 82NU8000","S/ 18,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212997412/2018212997412_2.jpg,SONY,SONY REPRODUCTOR DE BLU-RAY UBP - X700,S/ 799,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212725787/2018212725787_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 43"" UN43NU7100GXPE",,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188588782/2018188588782_2.jpg,,SAMSUNG SMART TV UHD 55'' CURVO 55MU6500,,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018194410978/2018194410978_2.jpg,,"AOC TV HD 32"" 32M1370",S/ 699,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212725749/2018212725749_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 55"" CURVO 55NU8500","S/ 5,499",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018188843515/2018188843515_2.jpg,SAMSUNG,SAMSUNG RACK QLED WMN-M21EAZX,S/ 399,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188588768/2018188588768_2.jpg,,SAMSUNG SMART TV UHD 55'' CURVO 55MU6300,,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188588737/2018188588737_2.jpg,,SAMSUNG SMART TV UHD 49'' CURVO 49MU6500,,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212725695/2018212725695_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 75"" UN75NU7100GXPE","S/ 10,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018209223494/2018209223494_2.jpg,LG,"LG SMART TV SUPER UHD 65"" 65SK8000PSA","S/ 7,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018198864227/2018198864227_2.jpg,SAMSUNG,SAMSUNG BASE PARA TV STUDIO STAND VG-STSM11B/ZX,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018193239945/2018193239945_2.jpg,VOLX,FIDGET SPINNER IFFS01 - VERDE,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065183249392/2065183249392_2.jpg,FIDDLER,FIDDLER AUDÍFONOS IN EAR STEREO - ROSADO,S/ 9.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,https://imageshack.com/a/img922/1810/VZcGyN.jpg,FIDDLER,FIDDLER AUDÍFONOS FD-080 - NEGRO,S/ 11.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2065176079708/2065176079708_2.jpg,SONY,SONY REPRODUCTOR WALKMAN NW-WS413/B 4GB - NEGRO,S/ 449,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188588720/2018188588720_2.jpg,,SAMSUNG SMART TV UHD 49'' 49MU6400,,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018198864418/2018198864418_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 55"" 55MU6303",,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212866169/2018212866169_2.jpg,LG,"LG SMART TV UHD 75"" 75SK8000PSA","S/ 14,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018210675015/2018210675015_2.jpg,SONY,"SONY LED 85"" 4K Ultra HD Android Smart TV XBR-85X855F LA8","S/ 29,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018193239952/2018193239952_2.jpg,VOLX,FIDGET SPINNER IFFS01 - ROJO,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018193239969/2018193239969_2.jpg,VOLX,FIDGET SPINNER IFFS01 - NEGRO,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065183249859/2065183249859_2.jpg,SAKAR,SAKAR AUDÍFONOS IN EAR MONSTER HIGH - ROJO/AZUL,S/ 12.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2065171127701/2065171127701_2.jpg,SONY,SONY AUDÍFONOS MDRZX310AP - NEGRO,S/ 79,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2065171127725/2065171127725_2.jpg,SONY,SONY AUDÍFONOS MDRZX310AP - ROJO,S/ 79,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2065176079692/2065176079692_2.jpg,SONY,SONY REPRODUCTOR WALKMAN NW-WS413/G 4GB - VERDE,S/ 449,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2065176079685/2065176079685_2.jpg,SONY,SONY REPRODUCTOR WALKMAN NW-WS413/L 4GB - AZUL,S/ 449,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018209223814/2018209223814_2.jpg,LG,"LG SMART TV OLED 65"" OLED65E8PSA","S/ 17,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018193239976/2018193239976_2.jpg,VOLX,FIDGET SPINNER IFFS01 - AMARILLO,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018193239983/2018193239983_2.jpg,VOLX,FIDGET SPINNER IFFS01 - AZUL,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065183249514/2065183249514_2.jpg,FIDDLER,FIDDLER AUDÍFONOS OVER EAR FD-A6 - ROJO,S/ 39.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065183249675/2065183249675_2.jpg,FIDDLER,FIDDLER PARLANTES MULTIUSO 2.0 - NEGRO,S/ 39.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,https://imageshack.com/a/img923/1000/X9hDcp.jpg,FIDDLER,FIDDLER AUDÍFONO STEREO - AMARILLO,S/ 7.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065181027480/2065181027480_2.jpg,SONY,SONY AUDÍFONOS MDREX110APBQUC,S/ 99,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065181027459/2065181027459_2.jpg,SONY,SONY AUDIFONOS MDR-EX15APWZUC BLANCO,S/ 49,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065185957165/2065185957165_2.jpg,BOSE,BOSE AUDÍFONOS INALÁMBRICOS SOUNDSPORT - AQUA,S/ 599,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065192658703/2065192658703_2.jpg,SONY,SONY AUDÍFONOS MDRXB550AP OVER EAR - AZUL,S/ 199,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2065171127732/2065171127732_2.jpg,SONY,SONY AUDÍFONOS MDRZX310AP - BLANCO,S/ 79,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,https://imageshack.com/a/img923/512/Nt6ybU.jpg,FIDDLER,FIDDLER AUDÍFONO STEREO - NARANJA,S/ 7.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065180314185/2065180314185_2.jpg,SONY,SONY AUDÍFONOS ON EAR MDR-ZX110AP - BLANCO,S/ 69,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065180314178/2065180314178_2.jpg,SONY,Audífonos Over-Ear Con Micrófono ZX110 Negro,S/ 69,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,https://impulso.com.pe/images/product_images/grandes/26164_impulso.jpg,MICRONICS,MICRONICS PARLANTE MELODY 2.1,S/ 250,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065192658741/2065192658741_2.jpg,SONY,SONY AUDÍFONOS MDRXB510AS IN EAR - NEGRO,S/ 169,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065192658857/2065192658857_2.jpg,SONY,SONY PARLANTE SRS-XB20 BLUETOOTH - ROJO,S/ 179,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018191254018/2018191254018_2.jpg,,PANASONIC MINICOMPONENTE SC-AKX300PSW 450W - BLANCO,S/ 599,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=2
tecnologia,,https://imageshack.com/a/img922/8149/zhfy7v.jpg,FIDDLER,FIDDLER AUDÍFONO STEREO - ROSADO,S/ 7.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,https://imageshack.com/a/img922/9177/Dyboqc.jpg,FIDDLER,FIDDLER AUDÍFONO STEREO - VERDE,S/ 7.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065181027541/2065181027541_2.jpg,SONY,SON AUDÍFONOS IN EAR MDR-EX110AP - BLANCO,S/ 99,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,https://www.impulso.com.pe/images/product_images/25982_impulso.jpg,MICRONICS,MICRONICS EQUIPO DE SONIDO PILOT KTV 2.1 - NEGRO,S/ 499.90,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=4
tecnologia,,https://impulso.com.pe/images/product_images/grandes/27428_impulso.jpg,MICRONICS,MICRONICS PARLANTE BENETTON,S/ 320,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065192658833/2065192658833_2.jpg,SONY,SONY PARLANTE SRS-XB20 BLUETOOTH - NEGRO,S/ 189,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065192658680/2065192658680_2.jpg,SONY,SONY AUDÍFONOS MDREX110AP IN EAR - MORADO,S/ 99,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018186988799/2018186988799_2.jpg,SONY,SONY HOME THEATER HT-RT3 5.1 - NEGRO,"S/ 1,199",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018197179902/2018197179902_2.jpg,PIONEER,PIONEER MICROCOMPONENTE X-EM16 10W,S/ 399,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065181027565/2065181027565_2.jpg,SONY,SONY AUDÍFONOS IN EAR MDR-EEX15AP - AZUL,S/ 39,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065181027473/2065181027473_2.jpg,SONY,SONY AUDÍFONOS IN EAR MDR-AS210AP - NEGRO,S/ 79,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018218884846/2018218884846_2.jpg,PANASONIC,PANASONIC MINICOMPONENTE ONE BOX SC-UA30PUK 300W,S/ 799,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065183140910/2065183140910_2.jpg,SONY,SONY AUDÍFONOS MDRAS210APWQLA,S/ 79,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,https://impulso.com.pe/images/product_images/26829_impulso.jpg,MICRONICS,MICRONICS EQUIPO DE SONIDO VENETTO 2.1 - NEGRO,S/ 499.90,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065192658710/2065192658710_2.jpg,SONY,SONY AUDÍFONOS MDRXB550AP OVER EAR - ROJO,S/ 199,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065192658673/2065192658673_2.jpg,SONY,SONY AUDÍFONOS MDREX110AP IN EAR - ROSADO,S/ 99,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018197179889/2018197179889_2.jpg,PIONEER,PIONEER MINICOMPONENTE X-CM56 15W + 15W,S/ 699,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018197179872/2018197179872_2.jpg,PIONEER,PIONEER MICROCOMPONENTE X-HM26 15W + 15W,S/ 849,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065181027428/2065181027428_2.jpg,SONY,SONY AUDÍFONOS MDRAS410APBQLA,S/ 89,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018186482891/2018186482891_2.jpg,,LG MINICOMPONENTE CJ45 720W,S/ 699,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065136651302/2065136651302_2.jpg,,Audífonos In-Ear MDR-E9LP Negro,S/ 29,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=3
tecnologia,,https://impulso.com.pe/images/product_images/grandes/25977_impulso.jpg,MICRONICS,MICRONICS PARLANTE BUTTERFLY,S/ 280,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=4
tecnologia,,https://imagizer.imageshack.com/v2/378x356q90/922/wFhR7v.jpg,MICRONICS,MICRONICS EQUIPO DE SONIDO OTHELO 2.1 - NEGRO,S/ 499.90,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065192658734/2065192658734_2.jpg,SONY,SONY AUDÍFONOS MDRXB550AP OVER EAR - BLANCO,S/ 199,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065192658697/2065192658697_2.jpg,SONY,SONY AUDÍFONOS MDRXB550AP OVER EAR - NEGRO,S/ 199,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu&page=4
tecnologia,,https://impulso.com.pe/images/product_images/grandes/27422_impulso.jpg,MICRONICS,MICRONICS PARLANTE TWISTER,S/ 180,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018197179858/2018197179858_2.jpg,PIONEER,PIONEER EQUIPO DE SONIDO VSX-932 910W 7.0,"S/ 2,399",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu&page=2
