categoria,descripcion,imagen,marca,nombre,precio,sub_categoria,tipo_producto,url
tecnologia,,https://imageshack.com/a/img924/7198/hXwuD1.jpg,FIDDLER,FIDDLER PARLANTE SOUNDBAR,S/ 103.90,tv-video,audio-para-tv,https://simple.ripley.com.pe/tv-y-video/audio-para-tv/ver-todo-audio-para-tv?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018183239412/2018183239412_2.jpg,,MACROTEL CABLE ESTÉREO RCA 1.8MTS,S/ 15.90,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065183249750/2065183249750_2.jpg,MACROTEL,MACROTEL CARGADOR + 2 PILAS AA + 2 PILAS AAA,S/ 49.90,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188555364/2018188555364_2.jpg,,LG MINICOMPONENTE CJ98 3500W,"S/ 2,499",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2065172977640/2065172977640_2.jpg,,PIONEER PARLANTES TS-F1634R 16CM - NEGRO,S/ 89,tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,https://imageshack.com/a/img923/4739/O4CiD6.jpg,FIDDLER,FIDDLER AUDÍFONO WAFFLE - NEGRO,S/ 17.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018207898656/2018207898656_2.jpg,HISENSE,"HISENSE SMART TV HD 32"" HLE3217RTIPE",S/ 899,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018211814956/2018211814956_2.jpg,LG,"LG SMART TV UHD 49"" 49UK7500PSB","S/ 2,499",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2018176087662/2018176087662_2.jpg,SONY,"SONY LED 40"" Full HD Smart TV KDL-40W655D LA8","S/ 1,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018220410965/2018220410965_2.jpg,AOC,"AOC SMART TV UHD 50"" LE50U7970S","S/ 1,899",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,https://imageshack.com/a/img924/5606/4f9a0P.jpg,FIDDLER,FIDDLER PARLANTE SOUNBARD 2.0,S/ 178.90,tv-video,audio-para-tv,https://simple.ripley.com.pe/tv-y-video/audio-para-tv/ver-todo-audio-para-tv?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018214956431/2018214956431_2.jpg,AOC,AOC BARRA DE SONIDO SW-BTS3010,S/ 199,tv-video,audio-para-tv,https://simple.ripley.com.pe/tv-y-video/audio-para-tv/ver-todo-audio-para-tv?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065183249767/2065183249767_2.jpg,MACROTEL,MACROTEL CARGADOR + 2 PILAS AAA,S/ 24.90,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065183249774/2065183249774_2.jpg,MACROTEL,MACROTEL CARGADOR + 2 PILAS AA,S/ 29.90,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018211649718/2018211649718_2.jpg,LG,LG MINICOMPONENTE CK99 5000W,"S/ 3,299",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065184196732/2065184196732_2.jpg,,PIONEER AUTORADIO MVH-85UB 50W X 4,S/ 259,tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065184196763/2065184196763_2.jpg,,PIONEER PARLANTES TS-R6951S 6X9'',S/ 169,tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,https://imageshack.com/a/img921/8098/rGG7Ce.jpg,FIDDLER,FIDDLER HEADPHONE CUADRADO - ROJO,S/ 18.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,https://imageshack.com/a/img922/9232/HLDFBW.jpg,SAKAR,SAKAR AUDÍFONOS EMBUTIDOS MONSTER HIGH - PLANOS 11448-ESP,S/ 11.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018192812989/2018192812989_2.jpg,AOC,"AOC TV UHD 65"" LE65U7970","S/ 3,599",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018211815045/2018211815045_2.jpg,LG,"LG SMART TV UHD 75"" 75UK6570PSA","S/ 11,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018211814994/2018211814994_2.jpg,LG,"LG SMART TV UHD 55"" 55UK7500PSA","S/ 3,299",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018190739103/2018190739103_2.jpg,SONY,"SONY LED 49"" 4K HDR Android Smart TV XBR-49X805E/SLA8","S/ 4,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2018176726998/2018176726998_2.jpg,,SAMSUNG BARRA DE SONIDO HW-J250/PE 80W - NEGRO,,tv-video,audio-para-tv,https://simple.ripley.com.pe/tv-y-video/audio-para-tv/ver-todo-audio-para-tv?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065183249828/2065183249828_2.jpg,MACROTEL,MACROTEL 2 PILAS RECARGABLES AA 2700mAh,S/ 24.90,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018190472079/2018190472079_2.jpg,LEOTEC,LEOTEC TV BOX ANDROID 4K 8GB - NEGRO,S/ 269,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018191449230/2018191449230_2.jpg,SONY,SONY Equipo de Sonido DVD/Karaoke HCDSHAKEX10,"S/ 1,799",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065179038306/2065179038306_2.jpg,,PIONEER PARLANTES TS-A6996S 6X9'' 650W,S/ 319,tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065179038313/2065179038313_2.jpg,,PIONEER PARLANTES TS-A6986S 6X9'' 600W,S/ 279,tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065192658888/2065192658888_2.jpg,SONY,SONY PARLANTE SRS-XB10 BLUETOOTH - NEGRO,S/ 149,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065192658895/2065192658895_2.jpg,SONY,SONY PARLANTE SRS-XB10 BLUETOOTH - ROJO,S/ 149,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018211815014/2018211815014_2.jpg,LG,"LG SMART TV UHD 65"" 65UK6550PSB","S/ 5,499",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212725701/2018212725701_2.jpg,SAMSUNG,"SAMSUNG SMART TV QLED 65"" QN65Q6FNAGXPE","S/ 8,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018191611002/2018191611002_2.jpg,,HAIER SMART TV UHD 55'' LE55U6600DUA,"S/ 1,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018207956264/2018207956264_2.jpg,HAIER,HAIER SMART TV UHD 55'' LE55K6500DUA,"S/ 1,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018190472086/2018190472086_2.jpg,LEOTEC,LEOTEC TV BOX ANDROID 4K 16GB - NEGRO,S/ 399,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018195147408/2018195147408_2.jpg,LEOTEC,LEOTEC TV BOX ANDROID 4K,S/ 529,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2018164704151/2018164704151_2.jpg,,SONY HOMETHEATER BDV-N9200 1200W - NEGRO,"S/ 2,799",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065186100720/2065186100720_2.jpg,SONY,SONY RECEPTOR MULTIMEDIA PARA AUTO XAV-AX100,"S/ 1,399",tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2065186100706/2065186100706_2.jpg,SONY,SONY RECEPTOR DE CD PARA AUTO CXS-G1269U,S/ 539,tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,https://imageshack.com/a/img924/2729/gwouU6.jpg,FIDDLER,FIDDLER AUDÍFONOS FD-080FB - AZUL,S/ 11.90,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065192658901/2065192658901_2.jpg,SONY,SONY PARLANTE SRS-XB10 BLUETOOTH - AZUL,S/ 149,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018211814925/2018211814925_2.jpg,LG,"LG SMART TV LED FULL HD 49"" 49LK5700PSC","S/ 1,699",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018215750403/2018215750403_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 50"" 50NU7400","S/ 2,899",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018204464625/2018204464625_2.jpg,HAIER,HAIER SMART TV UHD 50  LE65U6500DUA,"S/ 2,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018207898670/2018207898670_2.jpg,HISENSE,"HISENSE SMART TV FHD 49"" HLE4918RTFIPE","S/ 1,599",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018209223821/2018209223821_2.jpg,,"LG SMART TV OLED 65"" OLED65W8PSA","S/ 34,999.95",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018209245199/2018209245199_2.jpg,SONY,"SONY LED 65"" 4K Ultra HD Android Smart TV XBR-65X905F LA8","S/ 10,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018194015234/2018194015234_2.jpg,PROLINK,PROLINK RACK MÓVIL PARA TV HWM070MK 23-70,S/ 159,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2018176495917/2018176495917_2.jpg,,LG  MINICOMPONENTE CM9960 4800W - NEGRO,"S/ 3,299",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018211649756/2018211649756_2.jpg,LG,LG BARRA DE SONIDO SK9Y 500W,"S/ 2,499",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2065197179944/2065197179944_2.jpg,PIONEER,PIONEER AUTORADIO AVH-Z2050BT 22W x 4,"S/ 1,599",tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2065194276387/2065194276387_2.jpg,SONY,SONY AUTO RADIO CDXG1200U,S/ 329,tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065192658918/2065192658918_2.jpg,SONY,SONY PARLANTE SRS-XB10 BLUETOOTH - VERDE,S/ 149,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065192658925/2065192658925_2.jpg,SONY,SONY PARLANTE SRS-XB10 BLUETOOTH - BLANCO,S/ 149,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212725725/2018212725725_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 65"" UN65NU7100GXPE","S/ 4,499",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018210828343/2018210828343_2.jpg,SAMSUNG,"SAMSUNG SMART TV QLED 65"" CURVO QN65Q8CNAGXPE","S/ 10,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018190739097/2018190739097_2.jpg,SONY,"SONY LED 55"" 4K Ultra HD Android Smart TV  XBR-55X805E/SLA8","S/ 6,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018207898847/2018207898847_2.jpg,HISENSE,"HISENSE SMART TV UHD 65"" HLE6517RTUXIPE","S/ 3,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018190623136/2018190623136_2.jpg,,AOC SMART TV HD 32'' LE32S5970,S/ 799,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018206261277/2018206261277_2.jpg,AOC,"AOC SMART TV UHD 50"" LE50U7970","S/ 1,899",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018217347939/2018217347939_2.jpg,,"SAMSUNG SMART TV QLED 82"" 82Q6FNA","S/ 19,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018209223524/2018209223524_2.jpg,LG,"LG SMART TV OLED 65"" OLED65C8PSA","S/ 14,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2018170062191/2018170062191_2.jpg,,LG REPRODUCTOR DVD BLURAY SMART BP255 - NEGRO,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2018175557302/2018175557302_2.jpg,,SOPORTEX RACK MÓVIL PARA TV LPA52-466 - NEGRO,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018211649763/2018211649763_2.jpg,LG,LG BARRA DE SONIDO SK10Y 550W,"S/ 2,999",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2065194276394/2065194276394_2.jpg,SONY,SONY AUTO RADIO CXSG124SU,S/ 599,tv-video,car-audio,https://simple.ripley.com.pe/tv-y-video/car-audio/ver-todo-car-audio?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2065192658932/2065192658932_2.jpg,SONY,SONY PARLANTE SRS-XB10 BLUETOOTH - AMARILLO,S/ 149,tv-video,audio-portatil,https://simple.ripley.com.pe/tv-y-video/audio-portatil/ver-todo-audio-portatil?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018210828336/2018210828336_2.jpg,SAMSUNG,"SAMSUNG SMART TV QLED 65"" QN65Q9FNAGXPE","S/ 15,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018209223807/2018209223807_2.jpg,LG,"LG SMART TV UHD 86"" 86UK6570PSA","S/ 19,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2018176087679/2018176087679_2.jpg,SONY,"SONY LED 32"" HD Smart TV KDL-32W605D LA8","S/ 1,499",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018191612948/2018191612948_2.jpg,,HAIER TV 32'' HD LE32F1000,S/ 599,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018224049826/2018224049826_2.jpg,LG,"LG SMART TV UHD 55"" 55UK6200","S/ 2,199",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018191606978/2018191606978_2.jpg,,HAIER TV HD 24'' LE24B8000D,S/ 399.95,tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018220697823/2018220697823_2.jpg,PHILIPS,"PHILIPS SMART TV UHD 55"" 55PUD6703","S/ 2,599",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP/2018177515522/2018177515522_2.jpg,,AOC RACK FIJO PARA TV Y94L - NEGRO,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018190544783/2018190544783_2.jpg,LG,LG CONTROL MAGIC REMOTE AN-MR650A,,tv-video,video-y-accesorios,https://simple.ripley.com.pe/tv-y-video/video-y-accesorios/ver-todo-video-y-accesorios?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018194501294/2018194501294_2.jpg,SONY,SONY Equipo de sonido HDMI/Bluetooth/Wi-Fi/Karaoke MHC-V90DW,"S/ 4,399",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2018181140420/2018181140420_2.jpg,PANASONIC,PANASONIC MINI COMPONENTE SC-AKX100,S/ 399,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_4/2018199022176/2018199022176_2.jpg,SONY,"SONY LED 60"" 4K Ultra HD Smart TV KD-60X695E LA8","S/ 5,499",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212725718/2018212725718_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 65"" CURVO 65NU7500","S/ 6,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018209245205/2018209245205_2.jpg,SONY,"SONY LED 55"" 4K Ultra HD Android Smart TV XBR-55X905F LA8","S/ 6,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018212997214/2018212997214_2.jpg,SONY,"SONY LED 65"" 4K Ultra HD Smart TV KD-65X735F LA8","S/ 7,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_2/2018214463724/2018214463724_2.jpg,SAMSUNG,"SAMSUNG SMART TV FHD 49"" 49J5290","S/ 1,799",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018217347922/2018217347922_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 65"" 65NU7090","S/ 3,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018220697847/2018220697847_2.jpg,PHILIPS,"PHILIPS SMART TV OLED UHD 55"" 55OLED873","S/ 7,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018210035727/2018210035727_2.jpg,SONY,"SONY SMART TV UHD 65"" XBR-65X856F","S/ 9,499",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,https://impulso.com.pe/images/product_images/26524_impulso.jpg,MICRONICS,MICRONICS PARLANTE QUANTUM 2.1,S/ 200,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018216359162/2018216359162_2.jpg,SONY,SONY HOME THEATER HT-X9000F 7.1,"S/ 2,499",tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018216030313/2018216030313_2.jpg,SONY,"SONY LED 60"" 4K Ultra HD Android Smart TV XBR-60X835F LA8","S/ 6,299",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=3
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018204464632/2018204464632_2.jpg,HAIER,HAIER SMART TV FHD 48  LE48U5000DA,"S/ 1,299.95",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018216435088/2018216435088_2.jpg,LG,"LG SMART TV OLED 65"" 65B8SSC","S/ 10,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=2
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018210300184/2018210300184_2.jpg,SAMSUNG,"SAMSUNG SMART TV QLED 75"" QN75Q9FNAGXPE","S/ 20,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018188465892/2018188465892_2.jpg,,LG SMART TV OLED 4K 65'' OLED65B7P,"S/ 12,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=5
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018218354295/2018218354295_2.jpg,SAMSUNG,"SAMSUNG SMART TV UHD 75"" 75NU7090","S/ 8,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_5/2018210675053/2018210675053_2.jpg,SONY,"SONY OLED 55"" 4K Ultra HD Android Smart TV XBR-55A8F LA8","S/ 12,999",tv-video,tv,https://simple.ripley.com.pe/tv-y-video/televisores/ver-todo-tv?source=menu&page=4
tecnologia,,//home.ripley.com.pe/Attachment/WOP_3/2018182677291/2018182677291_2.jpg,,SONY MINICOMPONENTE BLUETOOTH CMT-SBT20 24W - PLATEADO,S/ 339,tv-video,equipo-de-sonido,https://simple.ripley.com.pe/tv-y-video/equipo-de-sonido/ver-todo-equipo-de-sonido?source=menu
